code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600355,精伦电子,元器件,湖北,164.81,4.92,4.92,55282.51,36991.21,12933.24,15094.57,0.31,0.011000000000000001,0.72,4.95,20020613,-32853.34,-0.67,29.34,160.4,26.49,2.48,28294.0
600856,中天能源,供气供热,吉林,18.99,13.43,13.67,1712831.63,478210.91,82961.86,280488.22,2.05,0.13,3.58,1.28,19940425,148658.69,1.09,-14.66,-39.68,22.14,5.62,28630.0
601208,东材科技,化工原料,四川,131.53,6.27,6.27,305271.59,115173.51,145661.2,122188.0,1.95,0.013999999999999999,3.67,1.01,20110520,37089.87,0.59,-3.32,-86.78,16.99,1.09,38402.0
600784,鲁银投资,普钢,山东,18.22,5.68,5.68,377136.44,221751.09,37289.95,57778.81,1.02,0.128,2.65,1.76,19961225,25499.5,0.45,-1.1,1173.97,12.76,9.75,46915.0
601218,吉鑫科技,机械基件,江苏,0.0,9.92,9.92,434096.06,272463.09,78817.81,58928.88,0.59,-0.08800000000000001,2.48,1.23,20110506,74358.06,0.75,-8.81,-520.33,-1.05,-9.29,52628.0
000993,闽东电力,水力发电,福建,0.0,3.73,4.58,417543.69,116263.67,192354.52,164939.25,3.6,-0.204,4.68,1.03,20000731,959.85,0.02,-61.23,-260.66,28.42,-46.04,35274.0
000609,中迪投资,区域地产,北京,0.0,2.92,2.99,262827.06,240079.3,950.28,4884.4,0.16,-0.021,5.25,0.91,19961010,108223.8,3.62,-91.88,-105.16,21.97,-32.38,23481.0
002615,哈尔斯,家居用品,浙江,20.77,2.3,4.1,176074.09,80601.63,63268.94,3573.23,0.09,0.121,1.88,2.67,20110909,26075.26,0.64,20.13,-34.91,29.66,5.75,23524.0
000795,英洛华,矿物制品,山西,48.77,8.86,11.34,280506.63,200487.11,57075.05,107166.2,0.95,0.06,1.89,2.08,19970808,-11032.65,-0.1,13.83,-26.34,22.98,4.59,90569.0
601611,中国核建,建筑施工,上海,27.41,9.62,26.25,8358709.0,6529457.0,345496.63,118452.82,0.45,0.127,3.14,2.23,20160606,411753.16,1.57,20.84,13.74,9.33,1.47,122749.0
600152,维科技术,电气设备,浙江,19.83,2.95,4.41,267376.69,150013.22,32570.15,86038.82,1.95,0.21899999999999997,3.36,1.72,19980609,12374.67,0.28,-0.53,149.57,16.55,8.6,32276.0
600425,青松建化,水泥,新疆,31.89,13.79,13.79,967709.19,202008.2,543137.44,320171.16,2.32,0.048,2.98,1.03,20030724,-60011.6,-0.44,30.29,153.84,27.39,6.94,85000.0
002766,索菱股份,汽车配件,深圳,33.04,2.49,4.22,367719.34,217879.75,39623.3,91269.07,2.16,0.154,4.5,1.51,20150611,53338.23,1.26,17.32,-39.86,29.76,5.79,33862.0
000971,高升控股,互联网,湖北,72.04,5.92,10.88,393887.38,94121.25,32254.15,280405.47,2.58,0.03,3.63,1.02,20000427,-14080.23,-0.13,0.85,-65.9,24.27,6.65,32925.0
300173,智慧松德,轻工机械,广东,75.42,3.87,5.86,289009.94,160478.45,1080.65,81758.86,1.39,0.046,2.89,1.59,20110201,27435.83,0.47,-2.57,-49.45,30.07,9.79,24174.0
000633,合金投资,综合类,新疆,0.0,3.85,3.85,101979.3,12481.6,9856.49,4787.01,0.12,-0.024,0.39,11.88,19961112,-34890.3,-0.91,39.5,50.85,23.17,-14.03,21485.0
300279,和晶科技,元器件,江苏,0.0,3.13,4.49,313324.66,139084.23,38601.85,100003.78,2.23,-0.08900000000000001,3.62,1.61,20111229,15921.32,0.35,-14.51,-145.82,21.15,-4.39,12195.0
000831,五矿稀土,小金属,山西,90.78,9.81,9.81,227887.27,176932.3,11237.78,74008.31,0.75,0.08199999999999999,2.14,4.61,19980911,18799.42,0.19,-2.78,116.27,21.99,13.56,101950.0
600867,通化东宝,生物制药,吉林,29.97,19.73,20.54,548679.0,240055.25,113493.35,121477.7,0.59,0.335,2.37,5.64,19940824,113336.3,0.55,8.43,6.02,71.94,34.23,55254.0
002842,翔鹭钨业,小金属,广东,24.1,0.72,1.7,186678.81,116800.71,33342.05,33217.53,1.95,0.526,4.95,3.41,20170119,28877.65,1.7,74.83,69.51,15.7,7.25,14723.0
000989,九 芝 堂,中成药,湖南,13.57,4.2,8.69,572051.88,323600.88,115382.63,176361.84,2.03,0.376,5.16,1.98,20000628,158843.59,1.83,1.29,-9.77,66.2,18.15,22307.0
600647,同达创业,综合类,上海,0.0,1.39,1.39,50103.96,44125.89,1810.21,68.08,0.0,-0.237,2.1,5.38,19930504,12161.8,0.87,-16.1,-394.96,61.09,-189.35,11404.0
300340,科恒股份,元器件,广东,42.88,1.53,2.12,360897.5,228642.97,28470.18,86924.81,4.1,0.24,6.79,2.02,20120726,33483.25,1.58,24.68,-62.41,14.65,3.09,32399.0
300730,科创信息,软件服务,湖南,556.02,0.4,1.58,52623.96,40680.64,6257.2,8177.72,0.52,0.024,2.36,7.62,20171205,11437.49,0.72,29.1,10.75,33.56,2.31,18716.0
601068,中铝国际,建筑施工,北京,60.2,2.96,29.59,4772187.5,3891699.5,220630.05,85774.06,0.29,0.07,2.86,2.38,20180831,425449.84,1.44,0.0,0.0,8.56,1.19,90409.0
300694,蠡湖股份,机械基件,江苏,55.63,0.54,2.15,152828.5,84370.09,50786.65,27243.44,1.27,0.37799999999999995,4.24,6.61,20181015,22811.47,1.06,0.0,0.0,27.06,10.41,101470.0
600392,盛和资源,小金属,山西,38.93,13.96,17.55,882621.31,660197.31,55905.23,211916.09,1.21,0.193,3.01,3.32,20030529,136767.88,0.78,33.79,-15.16,14.5,6.36,99154.0
603658,安图生物,医疗保健,河南,46.13,1.37,4.2,224801.7,85541.96,79123.75,53614.45,1.28,0.5870000000000001,3.84,14.11,20160901,50916.82,1.21,45.63,28.84,66.72,29.07,11862.0
000526,紫光学大,文教休闲,福建,26.59,0.96,0.96,378610.38,165760.13,15181.04,5808.39,0.6,0.71,1.43,17.63,19931101,-2202.04,-0.23,2.64,7.31,29.04,2.91,12160.0
600587,新华医疗,医疗保健,山东,45.48,4.03,4.06,1265383.88,693212.5,228384.27,160194.61,3.94,0.14,8.26,1.54,20020927,123900.5,3.05,2.95,-32.22,19.0,1.23,29294.0
600452,涪陵电力,水力发电,重庆,13.96,2.24,2.24,443916.66,87084.25,309594.44,42384.53,1.89,0.551,5.54,2.78,20040303,57729.11,2.58,11.1,12.58,18.13,11.32,8746.0
603790,雅运股份,染料涂料,上海,27.19,0.37,1.47,121246.6,108411.9,7263.13,35328.26,2.4,0.98,6.99,3.81,20180912,48637.01,3.3,0.0,0.0,32.28,14.61,22245.0
603331,百达精工,专用机械,浙江,25.79,0.32,1.29,105138.01,61265.91,34544.23,31037.1,2.4,0.44799999999999995,5.54,2.78,20170705,23963.42,1.85,11.23,13.45,27.13,9.99,10583.0
603288,海天味业,食品,广东,41.78,26.97,27.01,1658790.0,1218328.75,333454.09,129749.63,0.48,1.159,4.67,13.84,20140211,725631.19,2.69,17.2,23.33,46.47,24.63,22257.0
603089,正裕工业,汽车配件,浙江,26.58,0.31,1.07,120663.57,72839.95,15142.25,34444.89,3.23,0.596,6.96,3.04,20170126,25262.56,2.37,18.77,2.51,20.8,8.5,10197.0
603076,乐惠国际,专用机械,浙江,31.65,0.19,0.75,192606.84,162255.0,17259.2,51081.81,6.86,0.753,10.81,2.94,20171113,16844.42,2.26,10.68,6.0,26.21,7.94,6943.0
600678,四川金顶,水泥,四川,65.27,3.49,3.49,49699.3,12806.6,16737.26,30535.36,0.87,0.047,0.14,44.29,19931008,-63992.16,-1.83,163.31,398.87,21.03,9.96,36302.0
600156,华升股份,纺织,湖南,0.0,4.02,4.02,100184.75,59504.8,12314.86,14794.94,0.37,-0.053,1.49,3.31,19980527,3003.7,0.07,30.16,55.65,2.47,-3.14,24491.0
300680,隆盛科技,汽车配件,江苏,161.87,0.34,0.74,86926.9,41154.01,20136.59,36129.76,4.86,0.09,7.06,2.99,20170725,7555.49,1.02,1.52,-46.45,29.28,6.13,9049.0
300492,山鼎设计,建筑施工,四川,130.18,0.24,0.83,38053.06,29274.71,5087.81,9621.55,1.16,0.14800000000000002,3.69,6.98,20151223,11342.32,1.36,39.04,82.43,33.63,8.85,10711.0
300163,先锋新材,其他建材,浙江,0.0,3.3,4.74,89763.38,43378.53,34467.46,9409.44,0.2,-0.315,1.13,2.71,20110113,-4292.98,-0.09,-17.18,-6472.94,41.65,-35.08,27727.0
002939,长城证券,证券,深圳,58.75,3.1,31.03,5252933.0,0.0,16134.07,767217.75,2.47,0.154,5.25,2.3,20181026,242751.8,0.78,0.0,0.0,0.0,23.52,555970.0
002785,万里石,其他建材,福建,126.2,0.97,2.0,125333.06,95520.06,9467.46,17332.67,0.87,0.052000000000000005,3.27,2.66,20151223,26766.63,1.34,9.57,-34.22,18.0,1.49,30656.0
002629,仁智股份,石油开采,浙江,0.0,3.45,4.12,94358.57,74525.93,4969.51,8861.19,0.22,-0.051,1.59,2.71,20111103,11916.85,0.29,3.5,-78.56,1.24,-0.84,33053.0
002326,永太科技,化工原料,浙江,8.22,5.38,8.2,640714.5,269720.75,150951.73,96905.38,1.18,0.442,3.56,2.04,20091222,106984.22,1.3,4.89,64.09,27.27,27.98,67613.0
000835,长城动漫,影视音像,四川,114.91,3.03,3.27,148282.17,33529.95,16057.11,9213.96,0.28,0.018000000000000002,1.48,2.82,19990625,6568.47,0.2,-43.47,-79.67,50.18,10.1,42443.0
000692,惠天热电,供气供热,辽宁,0.0,5.33,5.33,532370.19,180515.88,259876.22,37922.65,0.71,-0.565,1.92,1.49,19970227,-4001.73,-0.08,4.78,-161.5,-20.09,-29.05,39059.0
603706,东方环宇,供气供热,新疆,56.48,0.4,1.6,128286.4,85491.0,27298.13,60816.6,3.8,0.49,6.73,4.41,20180709,23836.17,1.49,0.0,0.0,38.75,22.4,25540.0
603032,德新交运,公路,新疆,589.05,0.78,1.6,49344.35,40844.18,4214.26,11726.42,0.73,0.035,2.7,10.08,20170105,12639.55,0.79,-34.68,-74.07,29.67,5.42,25321.0
300748,金力永磁,元器件,江西,73.86,0.42,4.13,179670.48,137305.67,27897.34,38207.8,0.92,0.31,2.6,10.48,20180921,24942.72,0.6,0.0,0.0,22.18,11.65,78862.0
300733,西菱动力,汽车配件,四川,34.89,0.4,1.6,144768.52,82234.67,39717.7,60319.44,3.77,0.37,7.06,2.4,20180116,34517.87,2.16,-8.17,-13.88,29.68,14.64,24381.0
002779,中坚科技,农用机械,浙江,137.64,0.4,1.32,81463.38,49280.67,18454.43,19537.85,1.48,0.08199999999999999,4.83,3.12,20151209,27478.31,2.08,-11.21,-63.56,19.14,3.55,10196.0
603315,福鞍股份,机械基件,辽宁,235.95,2.0,2.2,142694.88,89184.97,37873.21,59994.96,2.73,0.039,4.49,2.72,20150424,14071.44,0.64,14.7,-64.51,17.12,3.52,15964.0
300236,上海新阳,半导体,上海,0.0,1.9,1.94,152202.3,89007.78,19182.56,79936.46,4.13,-0.013000000000000001,6.6,2.82,20110629,24278.1,1.25,8.27,-104.45,34.79,-0.65,25126.0
600146,商赢环球,服饰,宁夏,0.0,2.0,4.7,439341.25,207337.56,9607.95,262525.84,5.59,-0.096,6.55,1.23,19990707,-4439.91,-0.09,30.67,-162.88,35.88,-2.41,27988.0
300202,聚龙股份,专用机械,辽宁,79.0,4.07,5.5,251508.7,180603.06,29998.21,13618.7,0.25,0.066,3.22,2.16,20110415,95186.8,1.73,22.85,-16.41,39.27,7.54,12046.0
600521,华海药业,化学制药,浙江,33.38,12.36,12.51,956525.38,489953.69,229579.02,102222.99,0.82,0.183,3.93,3.11,20030304,223066.16,1.78,8.01,-22.37,58.11,9.03,28091.0
002084,海鸥住工,家居用品,广东,44.58,4.55,5.06,272482.16,171044.88,53838.82,60944.73,1.2,0.069,3.15,1.3,20061124,41447.92,0.82,4.07,-46.09,18.96,2.21,32902.0
002799,环球印务,广告包装,陕西,82.43,0.77,1.5,81239.96,38849.3,26019.07,14836.07,0.99,0.107,3.57,3.31,20160608,20553.34,1.37,12.7,4.19,20.2,4.41,14868.0
600614,鹏起科技,综合类,上海,29.94,12.91,17.53,872557.0,458803.44,115421.36,255644.91,1.46,0.091,2.91,1.25,19920828,76803.57,0.44,8.47,-37.85,27.82,9.77,50868.0
300705,九典制药,化学制药,湖南,56.38,0.94,2.35,84857.09,45843.35,23260.03,27878.63,1.19,0.18899999999999997,2.94,4.84,20171010,15743.6,0.67,60.41,-4.17,58.91,7.91,26838.0
002098,浔兴股份,服饰,福建,36.82,3.1,3.58,302584.41,126522.01,63273.86,31101.39,0.87,0.133,3.52,1.85,20061222,52281.37,1.46,56.94,-44.92,35.27,2.85,31119.0
002366,台海核电,专用机械,四川,16.25,4.89,8.67,808326.38,494289.31,228328.66,74047.71,0.85,0.38799999999999996,3.45,2.43,20100312,182243.36,2.1,-35.38,-48.64,62.28,32.39,42306.0
002725,跃岭股份,汽车配件,浙江,58.83,1.1,2.56,116314.42,48064.48,39791.87,29717.05,1.16,0.10400000000000001,3.65,2.24,20140129,33060.45,1.29,20.36,30.88,17.45,3.94,21526.0
601162,天风证券,证券,湖北,81.38,5.18,51.8,5353962.5,0.0,14892.9,411327.72,0.79,0.051,2.47,2.24,20181019,191713.86,0.37,0.0,0.0,0.0,13.28,462916.0
600306,商业城,百货,辽宁,0.0,1.77,1.78,185129.02,45775.64,105138.57,20389.11,1.14,-0.485,0.35,19.11,20001226,-33790.93,-1.9,11.52,-175.18,16.23,-12.51,14740.0
300697,电工合金,铜,江苏,34.35,0.52,2.08,114971.75,97311.27,12007.91,31659.09,1.52,0.254,3.59,3.24,20170907,21272.99,1.02,9.26,13.1,11.02,5.07,20836.0
002452,长高集团,电气设备,湖南,0.0,4.01,5.29,267185.84,197669.84,26213.72,24420.92,0.46,-0.063,2.5,1.55,20100720,48107.51,0.91,-41.75,-145.48,23.51,-5.74,41544.0
600695,绿庭投资,多元金融,上海,486.25,3.66,7.11,90765.3,18064.7,1860.48,38475.9,0.54,0.006999999999999999,0.93,4.78,19931122,-67030.02,-0.94,-3.58,-88.87,82.39,15.11,55796.0
000670,盈方微,元器件,湖北,0.0,6.0,8.17,40801.15,11956.87,12747.9,29485.81,0.36,-0.057,0.4,8.36,19961217,-27422.4,-0.34,-52.3,-1041.7,9.22,-61.79,106232.0
603660,苏州科达,通信设备,江苏,32.47,2.38,3.6,219611.2,186906.02,20085.51,39105.3,1.09,0.4,4.28,3.94,20161201,89815.28,2.49,41.7,37.97,63.78,9.09,15043.0
600111,北方稀土,小金属,内蒙,75.41,36.33,36.33,2415794.25,1741473.25,337872.0,15440.25,0.04,0.10400000000000001,2.5,4.2,19970924,384654.59,1.06,31.34,8.67,14.38,4.07,336346.0
603308,应流股份,专用机械,安徽,35.37,4.0,4.34,712757.69,293755.88,314216.97,156856.63,3.62,0.131,6.57,1.41,20140122,74535.35,1.72,13.98,1.65,34.12,6.9,31702.0
002726,龙大肉食,食品,山东,40.28,7.51,7.56,331582.75,238699.77,53977.7,35716.51,0.47,0.168,2.69,3.36,20140626,76648.28,1.01,29.68,-22.9,7.03,2.16,18236.0
600885,宏发股份,电气设备,湖北,21.82,7.45,7.45,841668.88,490233.59,214018.27,45038.44,0.6,0.493,5.81,3.7,19960205,248550.7,3.34,10.8,-9.0,38.2,10.95,8203.0
002923,润都股份,化学制药,广东,36.31,0.3,1.2,108695.9,75098.28,23953.15,32918.8,2.74,0.69,7.04,4.63,20180105,35668.87,2.97,34.12,17.89,74.19,10.77,18251.0
002330,得利斯,食品,山东,300.14,5.02,5.02,176821.27,70472.06,84392.21,48672.28,0.97,0.011000000000000001,2.65,1.63,20100106,31898.45,0.64,31.65,18.51,10.6,0.37,26191.0
000833,粤桂股份,造纸,广西,23.9,3.78,6.68,371448.41,162288.59,81257.11,138572.31,2.07,0.107,4.07,1.25,19981111,57039.81,0.85,46.64,99.37,16.47,5.48,52967.0
600506,香梨股份,种植业,新疆,0.0,1.48,1.48,30562.6,14378.2,2913.12,22398.22,1.52,-0.028999999999999998,1.85,5.14,20011226,-13289.57,-0.9,-45.44,-2791.8,2.63,-18.78,15526.0
002032,苏 泊 尔,家用电器,浙江,27.12,5.45,8.21,946749.19,783980.13,84565.5,12809.63,0.16,1.35,6.49,7.5,20040817,401254.66,4.89,24.71,21.81,30.21,8.25,6320.0
603198,迎驾贡酒,白酒,安徽,14.76,8.0,8.0,516015.84,343847.97,127193.57,126300.05,1.58,0.478,4.93,2.86,20150528,158132.84,1.98,10.81,15.96,61.02,22.05,39520.0
603369,今世缘,白酒,江苏,10.68,12.55,12.55,721661.69,469558.44,75213.05,71709.18,0.57,0.6829999999999999,4.62,3.15,20140703,342656.97,2.73,30.81,31.56,71.96,36.25,27407.0
601186,中国铁建,建筑施工,北京,9.33,115.03,135.8,86465856.0,67995056.0,4758286.5,4042210.5,2.98,0.56,10.28,1.07,20080310,8353017.0,6.15,6.93,22.78,9.7,2.59,285791.0
000150,宜华健康,医疗保健,广东,22.14,5.76,6.27,800568.25,337885.09,71407.4,74972.18,1.2,0.28,3.84,3.23,20000807,111332.57,1.78,27.27,70.54,38.59,15.2,12768.0
601888,中国国旅,旅游服务,北京,27.31,19.52,19.52,2441736.5,1872409.25,202748.88,384307.22,1.97,0.983,7.66,7.01,20091015,865053.13,4.43,67.77,47.6,41.22,9.1,30980.0
601231,环旭电子,元器件,上海,27.69,21.76,21.76,1625121.5,1394912.38,140454.94,164243.05,0.75,0.18,3.96,2.52,20120220,448968.31,2.06,-0.67,-29.48,10.47,3.06,30242.0
002165,红 宝 丽,化工原料,江苏,68.65,5.27,6.02,350800.31,154756.94,65597.46,29652.24,0.49,0.040999999999999995,2.48,1.5,20070913,51715.95,0.86,12.64,-55.15,12.69,1.3,38529.0
002821,凯莱英,生物制药,天津,46.59,1.21,2.31,274131.78,151859.23,80107.34,104525.55,4.53,0.69,9.31,6.79,20161118,98521.25,4.27,37.38,25.53,46.01,20.68,11279.0
000881,中广核技,综合类,辽宁,34.0,3.08,10.25,1173207.88,824969.44,212682.2,309191.75,3.02,0.11199999999999999,5.14,1.48,19980902,122856.96,1.2,5.1,-20.54,18.74,4.0,31000.0
002318,久立特材,特种钢,浙江,18.06,8.21,8.42,491592.06,304730.44,148168.2,67029.81,0.8,0.256,3.31,1.86,20091211,113604.63,1.35,49.55,99.58,22.93,7.22,51082.0
300571,平治信息,互联网,浙江,19.24,0.69,1.2,80737.38,58902.28,4964.28,2439.76,0.2,1.4809999999999999,4.15,9.15,20161213,35465.37,2.95,6.71,190.36,48.32,25.45,7964.0
300403,地尔汉宇,家用电器,广东,18.6,3.81,6.03,157742.52,83112.55,25056.65,17845.9,0.3,0.21,2.15,2.42,20141030,42053.92,0.7,3.11,-5.67,37.23,21.42,16026.0
300320,海达股份,橡胶,江苏,17.29,4.53,6.01,251775.8,169616.22,36711.98,36240.43,0.6,0.22,2.43,1.93,20120601,43049.28,0.72,77.55,21.6,24.3,7.79,16821.0
000999,华润三九,中成药,深圳,15.85,9.78,9.79,1667796.38,710580.38,325062.63,118090.85,1.21,1.136,10.73,2.24,20000309,781959.0,7.99,26.2,15.99,68.54,11.78,25083.0
000777,中核科技,机械基件,江苏,71.86,3.83,3.83,214617.92,140424.69,27477.77,24948.74,0.65,0.073,3.35,3.12,19970710,49634.26,1.29,62.23,1107.59,19.19,5.1,80492.0
600114,东睦股份,机械基件,浙江,12.76,6.34,6.46,337279.75,137950.17,119917.06,135094.55,2.09,0.386,4.09,1.6,20040511,59004.53,0.91,15.59,18.61,33.13,16.6,20776.0
601021,春秋航空,空运,上海,21.45,8.0,9.17,2435494.5,946804.19,1058972.0,489691.5,5.34,0.83,13.61,2.5,20150121,619811.44,6.76,25.01,31.19,12.27,11.48,15957.0
002262,恩华药业,化学制药,江苏,23.07,8.84,10.2,391028.0,279589.47,75527.15,11069.53,0.11,0.414,2.78,4.57,20080723,162162.09,1.59,14.71,22.52,54.31,14.61,22741.0
000155,川能动力,农药化肥,四川,73.98,9.37,12.7,704845.13,362980.75,260918.84,328053.41,2.58,0.026000000000000002,2.4,1.57,20000926,-173983.69,-1.37,5.5,-75.86,10.43,1.26,42230.0
000611,天首发展,纺织,内蒙,0.0,3.19,3.22,178469.45,1052.87,3428.6,48328.06,1.5,-0.15,1.46,3.92,19961008,-33537.5,-1.04,-51.47,-395.89,-17.4,-268.27,19928.0
600779,水井坊,白酒,四川,22.06,4.89,4.89,296366.78,222472.05,43006.53,39950.6,0.82,0.9470000000000001,3.56,7.82,19961206,46641.39,0.95,45.36,90.15,81.57,21.64,29572.0
000918,嘉凯城,全国地产,浙江,0.0,18.04,18.04,2486161.25,1810659.25,34243.28,-90071.92,-0.5,-0.299,2.5,3.33,19990720,259214.22,1.44,-18.37,45.68,1.84,-69.99,58686.0
600055,万东医疗,医疗保健,北京,33.13,4.85,5.41,232847.75,133370.77,18769.18,82234.3,1.52,0.163,3.52,2.05,19970519,43309.65,0.8,15.7,40.03,44.46,14.26,23283.0
600259,广晟有色,小金属,海南,0.0,2.62,3.02,428768.81,330676.97,29876.0,208830.34,6.92,-0.1,6.35,4.35,20000525,-50511.4,-1.67,-57.41,6.61,4.73,-2.63,49008.0
603179,新泉股份,汽车配件,江苏,13.8,0.93,2.27,405529.19,284993.88,70195.68,68617.99,3.02,1.01,6.6,2.8,20170317,60358.55,2.66,17.48,34.28,23.21,8.65,10129.0
002870,香山股份,电器仪表,广东,54.81,0.37,1.11,133160.88,88615.22,18849.45,47152.4,4.25,0.215,7.34,2.14,20170515,18852.84,1.7,-0.56,-60.85,26.42,3.49,14472.0
002130,沃尔核材,电气设备,深圳,23.01,9.46,12.62,719780.13,285017.16,231139.72,20861.95,0.17,0.113,2.24,1.56,20070420,128446.31,1.02,35.08,31.59,30.95,6.03,96003.0
300130,新国都,电脑设备,深圳,35.86,3.35,4.78,377417.34,213545.2,39487.05,93642.38,1.96,0.31,4.2,2.88,20101019,54683.57,1.14,103.39,156.04,32.91,7.94,12466.0
002044,美年健康,医疗保健,江苏,82.65,23.24,31.22,1513237.38,523993.75,241024.63,138360.19,0.44,0.133,2.02,7.25,20050518,174619.02,0.56,43.04,68.18,46.34,7.11,35423.0
000823,超声电子,元器件,广东,22.81,5.37,5.37,517208.19,310370.25,161590.56,142463.91,2.65,0.142,5.86,1.11,19971008,95714.17,1.78,13.61,-20.26,18.14,3.36,47483.0
603677,奇精机械,机械基件,浙江,49.67,0.57,1.96,147335.8,93034.65,35521.62,49617.01,2.53,0.266,4.82,3.65,20170206,25895.92,1.32,5.59,-25.69,17.75,5.41,6006.0
603127,昭衍新药,医疗保健,北京,67.04,0.56,1.15,109833.4,70069.4,24541.38,24336.8,2.12,0.498,5.2,8.55,20170825,23534.67,2.05,43.58,65.1,53.29,23.47,6569.0
300092,科新机电,专用机械,四川,167.63,1.67,2.35,76906.71,54447.91,18788.67,25237.82,1.08,0.028999999999999998,2.35,2.73,20100708,6411.02,0.27,73.29,32.6,18.48,1.89,24614.0
600585,海螺水泥,水泥,安徽,6.28,40.0,52.99,13861571.0,6204914.5,5959525.5,1057984.75,2.0,3.909,19.56,1.67,20020207,8494680.0,16.03,55.46,111.2,41.39,26.63,74735.0
000826,启迪桑德,环境保护,湖北,13.79,11.88,14.31,3975694.5,1140994.5,288366.31,618400.0,4.32,0.54,9.22,1.18,19980225,508020.06,3.55,29.95,2.07,31.04,10.0,46314.0
601020,华钰矿业,铅锌,西藏,19.05,2.84,5.26,384351.06,56521.26,75446.36,37821.25,0.72,0.358,3.72,2.44,20160316,92685.93,1.76,55.87,-8.83,41.9,21.72,29404.0
000789,万年青,水泥,江西,6.73,6.13,6.13,917211.38,366613.53,383323.97,24088.42,0.39,1.422,6.14,2.08,19970923,270344.84,4.41,52.06,272.58,33.29,12.43,46355.0
002937,兴瑞科技,元器件,浙江,47.77,0.46,1.84,109138.9,87287.93,15385.67,44047.4,2.39,0.58,4.38,6.31,20180926,16820.07,0.91,0.0,0.0,26.7,10.67,87222.0
002437,誉衡药业,化学制药,黑龙江,16.43,21.67,21.98,936146.63,254018.05,171222.98,37225.73,0.17,0.14300000000000002,2.03,1.54,20100623,161751.06,0.74,99.17,9.4,73.88,7.93,53370.0
300688,创业黑马,综合类,北京,83.77,0.37,0.68,47415.0,43933.9,378.23,21630.93,3.18,0.337,5.77,6.52,20170810,10300.7,1.51,79.07,5.91,30.65,10.63,14866.0
000049,德赛电池,电气设备,深圳,15.25,2.05,2.05,942736.88,812170.0,67714.49,572.7,0.03,1.338,7.92,3.43,19950320,135080.63,6.58,50.19,47.38,8.16,2.35,35896.0
603105,芯能科技,电气设备,浙江,75.39,0.88,5.0,257681.34,105343.01,140822.42,71535.05,1.43,0.17,2.93,4.93,20180709,22317.23,0.45,0.0,0.0,50.27,22.92,44017.0
600754,锦江股份,酒店餐饮,上海,21.76,6.49,9.58,3943871.5,890052.13,651523.13,804368.75,8.4,0.526,12.79,1.79,19961011,213215.7,2.23,10.34,22.05,89.9,7.25,43567.0
000877,天山股份,水泥,新疆,7.66,8.8,10.49,1826744.38,464340.09,1190230.13,405438.59,3.87,0.73,7.62,0.98,19990107,243823.8,2.32,11.85,143.9,31.35,13.6,114647.0
300127,银河磁体,元器件,四川,23.18,2.27,3.23,126811.82,106955.25,16980.82,49620.26,1.54,0.38299999999999995,3.69,3.21,20101013,24883.9,0.77,23.18,-16.56,35.95,26.8,23094.0
603005,晶方科技,半导体,江苏,89.56,1.75,2.34,211684.7,92993.88,81710.72,94841.24,4.05,0.13,7.9,1.96,20140210,63950.06,2.73,-6.21,-52.99,27.26,7.15,23802.0
600373,中文传媒,出版业,江西,9.84,13.78,13.78,2349419.75,1579207.88,129283.46,543856.19,3.95,0.8759999999999999,9.31,1.23,20020304,591162.44,4.29,-0.02,9.58,36.3,13.43,34816.0
002776,柏堡龙,服饰,广东,28.98,2.06,3.61,291448.13,184616.56,15425.75,133948.97,3.71,0.33,6.22,2.05,20150626,49808.75,1.38,7.97,14.02,33.15,17.63,9502.0
300749,顶固集创,家居用品,广东,49.57,0.29,1.14,102598.43,68718.96,21437.24,34212.18,3.0,0.452,6.27,4.76,20180925,23226.81,2.04,0.0,0.0,37.93,9.43,55564.0
603319,湘油泵,汽车配件,湖南,18.45,0.57,0.81,134669.98,71189.88,41483.26,20237.7,2.5,0.9079999999999999,9.05,2.47,20161130,39769.51,4.91,14.3,9.45,31.38,11.13,8870.0
600549,厦门钨业,小金属,福建,32.2,14.06,14.13,2291052.75,1287048.75,569743.31,304263.66,2.15,0.318,5.08,2.69,20021107,228236.91,1.61,39.41,-23.42,17.63,3.18,99891.0
000970,中科三环,元器件,北京,33.07,10.65,10.65,608919.31,437476.06,96004.8,43190.93,0.41,0.17600000000000002,4.12,1.88,20000420,265913.56,2.5,8.48,-6.74,20.5,6.24,107404.0
000758,中色股份,铅锌,北京,33.19,19.69,19.69,2245831.25,1562398.5,358315.56,95459.4,0.48,0.059000000000000004,2.72,1.43,19970416,221879.2,1.13,-25.08,-33.84,15.06,1.53,127613.0
002050,三花智控,机械基件,浙江,17.56,18.61,21.2,1361180.88,958352.13,276563.34,169680.91,0.8,0.483,3.95,2.86,20050607,428081.06,2.02,14.96,4.53,27.94,12.38,36647.0
600738,兰州民百,百货,甘肃,2.62,4.21,7.83,589080.13,382648.53,34341.19,38846.9,0.5,1.599,3.84,1.46,19960802,176159.59,2.25,3.73,1042.98,34.83,117.64,18677.0
603260,合盛硅业,化工原料,浙江,11.01,2.61,6.7,1535640.63,466121.59,742425.0,227361.05,3.39,3.353,11.0,4.47,20171030,435381.25,6.5,71.51,132.5,42.15,26.61,32325.0
