code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603787,新日股份,摩托车,江苏,15.47,0.71,2.04,206815.52,151299.92,34765.78,22169.0,1.09,0.428,4.62,1.91,20170427,46773.05,2.29,12.01,21.23,16.13,3.69,13346.0
002906,华阳集团,汽车配件,广东,99.6,2.02,4.73,447148.91,323744.97,83667.11,87557.61,1.85,0.08,7.23,1.47,20171013,196397.63,4.15,-19.63,-80.8,19.82,1.52,38251.0
300621,维业股份,装修装饰,深圳,20.22,0.64,2.08,231876.02,202184.22,11940.48,28620.43,1.38,0.37,4.15,2.34,20170316,34100.98,1.64,27.17,29.99,12.85,4.32,13548.0
002344,海宁皮城,商品城,浙江,14.31,12.71,12.83,1183307.5,337506.34,36339.8,182179.45,1.42,0.23199999999999998,5.79,0.76,20100126,394145.5,3.07,-9.72,15.72,48.42,26.54,40811.0
300441,鲍斯股份,机床制造,浙江,22.8,2.48,6.62,290275.19,111222.57,74377.82,52102.26,0.79,0.204,2.37,2.61,20150423,35046.8,0.53,40.09,16.29,37.14,12.33,12730.0
600895,张江高科,园区开发,上海,22.46,15.49,15.49,1987337.75,850007.81,6568.06,263649.78,1.7,0.29600000000000004,5.75,1.54,19960422,354318.59,2.29,-1.03,16.01,44.25,67.35,111071.0
000966,长源电力,火力发电,湖北,13.03,11.08,11.08,951517.13,149022.11,653606.5,95151.18,0.86,0.153,3.08,0.86,20000316,122653.47,1.11,16.0,193.83,10.78,3.59,50684.0
300139,晓程科技,元器件,北京,75.14,2.12,2.74,149730.59,49462.53,17475.77,57983.6,2.12,0.08,4.21,1.9,20101112,20683.15,0.75,-3.47,186.83,40.38,12.92,49921.0
002490,山东墨龙,化工机械,山东,33.4,2.89,7.98,634368.75,285476.91,292834.28,86316.9,1.08,0.1,2.44,1.82,20101021,11548.5,0.14,60.11,682.47,15.05,2.41,45093.0
600569,安阳钢铁,普钢,河南,4.06,23.94,23.94,3406413.5,1558700.88,1441941.25,348063.0,1.45,0.657,3.36,1.06,20010820,37015.21,0.15,28.07,61.03,12.64,6.12,125656.0
600280,中央商场,百货,江苏,41.63,11.48,11.48,1570504.0,1141481.13,292154.34,1277.0,0.01,0.07,1.65,2.16,20000926,34282.59,0.3,-7.72,-72.97,22.87,1.23,61139.0
300022,吉峰科技,农用机械,四川,442.06,3.21,3.8,205476.06,171824.42,14822.94,19910.84,0.52,0.006,0.54,6.57,20091030,-39104.45,-1.03,-8.73,122.58,13.81,0.1,37798.0
000011,深物业A,区域地产,深圳,31.96,1.76,5.96,459995.69,371701.91,3030.78,11893.8,0.2,0.139,4.74,1.88,19920330,181549.73,3.05,-37.36,-77.23,16.46,10.06,44698.0
601158,重庆水务,水务,重庆,13.84,48.0,48.0,1865039.25,646103.0,750920.13,462315.19,0.96,0.29,2.94,1.82,20100329,332860.75,0.69,16.09,-6.99,45.63,38.51,46204.0
600639,浦东金桥,园区开发,上海,15.01,8.5,11.22,2030680.0,512115.16,95768.78,170896.13,1.52,0.35600000000000004,7.53,1.42,19930326,381409.63,3.4,8.9,7.87,67.88,45.53,72112.0
603628,清源股份,电气设备,福建,111.17,0.89,2.74,263927.59,182431.63,72200.63,39603.45,1.45,0.048,3.41,2.09,20170112,24980.81,0.91,-1.13,-72.54,26.96,2.13,22590.0
300175,朗源股份,食品,山东,27.58,4.62,4.71,94860.21,46169.37,31948.38,7406.47,0.16,0.09699999999999999,1.6,2.23,20110215,35311.18,0.75,-18.98,-10.95,12.98,18.94,29230.0
002169,智光电气,电气设备,广东,25.22,6.6,7.88,520344.19,350141.38,96776.71,154054.11,1.96,0.106,3.57,1.0,20070919,45007.7,0.57,86.72,0.85,19.18,4.39,43542.0
600358,国旅联合,旅游服务,江苏,0.0,4.32,5.05,80624.52,42030.73,2829.1,35533.15,0.7,-0.033,1.04,3.46,20000922,-33861.26,-0.67,18.26,-136.14,20.38,-8.58,45540.0
002519,银河电子,通信设备,江苏,23.0,8.32,11.26,502037.09,284539.38,56674.86,187020.84,1.66,0.11699999999999999,3.32,1.08,20101207,81059.07,0.72,-2.75,0.15,32.33,11.87,28076.0
002335,科华恒盛,电气设备,福建,25.48,2.25,2.79,671450.06,292931.91,119778.17,211067.95,7.55,0.396,12.16,1.11,20100113,79576.06,2.85,49.0,-68.49,30.42,5.01,22055.0
300497,富祥股份,化学制药,江西,14.91,1.23,2.25,205222.81,117044.51,35916.96,32105.22,1.43,0.78,4.87,3.14,20151222,52459.35,2.34,26.83,23.84,39.06,19.35,13835.0
300421,力星股份,机械基件,江苏,23.24,1.21,1.34,151249.38,86223.8,46141.09,89188.4,6.68,0.406,8.92,1.41,20150217,16677.63,1.25,14.75,4.56,24.74,10.0,11011.0
002688,金河生物,化学制药,内蒙,16.63,5.33,6.35,319132.84,120028.38,75736.71,44512.1,0.7,0.203,2.58,1.74,20120713,47776.96,0.75,15.09,29.87,37.75,11.6,32863.0
000096,广聚能源,石油贸易,深圳,33.46,5.11,5.28,265414.41,153291.81,6630.66,35133.7,0.67,0.182,4.67,1.74,20000724,121982.45,2.31,43.47,-19.95,9.4,7.7,32169.0
600667,太极实业,半导体,江苏,23.27,11.91,21.06,1844163.25,1090130.38,543718.13,311713.97,1.48,0.175,2.96,1.83,19930728,89251.77,0.42,35.19,23.92,12.72,3.28,76392.0
300709,精研科技,元器件,江苏,92.92,0.57,0.88,160579.88,87563.78,54136.13,85561.77,9.72,0.21100000000000002,14.16,1.85,20171019,26026.27,2.96,-15.3,-84.18,28.33,3.18,13962.0
300608,思特奇,软件服务,北京,387.56,0.69,1.06,104916.9,91446.92,6979.6,29960.13,2.82,0.03,5.95,2.58,20170213,21080.21,1.99,11.0,-54.81,49.05,0.82,9554.0
603727,博迈科,石油开采,天津,0.0,0.95,2.34,266321.69,150647.47,77407.0,149466.23,6.38,-0.126,10.1,1.25,20161122,59612.61,2.55,-54.47,-138.5,-9.57,-15.97,26032.0
000034,神州数码,综合类,深圳,19.33,3.58,6.54,2480213.75,1916657.0,19534.02,238062.77,3.64,0.527,5.62,2.41,19940509,56701.61,0.87,32.73,10.13,4.45,0.65,30589.0
600537,亿晶光电,半导体,浙江,36.77,11.76,11.76,680322.44,315329.56,317004.44,128309.47,1.09,0.055,3.1,0.88,20030123,114283.02,0.97,-27.64,9.19,14.07,2.68,63576.0
000571,新大洲Ａ,综合类,海南,33.53,8.06,8.14,567594.81,198336.02,161035.13,64802.82,0.8,0.040999999999999995,2.73,1.0,19940525,68501.8,0.84,99.34,-31.86,25.55,3.58,93369.0
002815,崇达技术,半导体,深圳,20.91,2.18,8.31,482096.59,201372.94,195383.86,40606.76,0.49,0.53,3.15,4.62,20161012,135402.05,1.63,20.77,33.18,32.83,15.62,26938.0
002666,德联集团,化工原料,广东,21.6,4.43,7.54,368413.63,255313.52,52862.96,98210.15,1.3,0.126,3.87,0.94,20120327,113335.15,1.5,36.35,6.85,15.11,3.59,41759.0
300027,华谊兄弟,影视音像,浙江,28.97,22.11,27.95,2028691.25,840548.38,91421.88,259260.02,0.93,0.11800000000000001,3.58,1.27,20091030,414612.31,1.48,31.58,-45.38,46.25,10.32,129540.0
300671,富满电子,半导体,深圳,43.58,0.79,1.42,89684.09,65978.11,19468.55,21866.85,1.54,0.344,3.87,5.16,20170705,17929.0,1.26,26.15,40.29,30.75,12.94,14672.0
002241,歌尔股份,元器件,山东,20.67,27.24,32.45,3003442.25,1484471.75,996597.63,295119.47,0.91,0.264,4.75,1.53,20080522,838034.19,2.58,-10.5,-38.2,20.33,5.54,112155.0
000022,深赤湾Ａ,港口,深圳,17.63,4.65,6.45,702858.63,83607.72,307882.72,16748.02,0.26,0.49,6.95,2.48,19930505,303170.0,4.7,5.91,14.49,46.3,25.36,35181.0
603768,常青股份,汽车配件,安徽,19.74,0.7,2.04,265032.41,138162.36,69650.36,79663.78,3.91,0.27699999999999997,8.21,1.33,20170324,61810.93,3.03,9.23,4.17,19.25,5.67,20967.0
601500,通用股份,汽车配件,江苏,29.67,1.75,7.27,430225.44,224092.2,127518.82,74228.81,1.02,0.161,3.63,1.76,20160919,103022.84,1.42,9.72,8.88,14.8,3.88,56711.0
300568,星源材质,化工原料,深圳,16.87,1.29,1.92,308450.84,115799.3,81209.46,73676.43,3.84,0.9309999999999999,7.24,2.89,20161201,39775.05,2.07,9.48,94.73,50.11,42.2,20872.0
300160,秀强股份,玻璃,江苏,19.04,5.93,5.93,216725.95,95485.53,47661.46,22903.7,0.39,0.14300000000000002,2.12,1.72,20110113,36884.39,0.62,0.32,-37.0,28.93,8.04,26680.0
002300,太阳电缆,电气设备,福建,28.42,5.43,5.43,409138.66,238435.2,116127.25,34779.3,0.64,0.14400000000000002,2.4,2.27,20091021,21598.77,0.4,29.01,2.23,8.58,2.12,53791.0
600375,华菱星马,汽车整车,安徽,102.54,5.56,5.56,1206708.38,670597.44,287298.25,266488.34,4.8,0.027000000000000003,4.97,0.73,20030401,-55901.4,-1.01,14.36,-32.37,13.38,0.29,29157.0
002087,新野纺织,纺织,河南,7.05,8.16,8.17,887634.88,491847.19,293688.59,104167.27,1.28,0.389,4.32,0.84,20061130,151087.13,1.85,24.06,33.7,16.91,6.69,41292.0
600628,新世界,百货,上海,10.56,5.32,6.47,576474.19,242215.47,252044.97,156532.8,2.42,0.303,7.01,0.91,19930119,196144.02,3.03,-5.27,-45.95,33.15,14.64,51319.0
000625,长安汽车,汽车整车,重庆,19.79,37.61,48.03,9464503.0,4598338.5,1858411.0,509940.59,1.06,0.242,9.76,0.65,19970610,3418936.5,7.12,-3.07,-79.98,15.22,2.33,196006.0
002424,贵州百灵,中成药,贵州,22.73,7.28,14.11,522064.56,403599.34,67065.68,13592.17,0.1,0.28,2.61,3.14,20100603,188735.31,1.34,14.42,10.27,62.36,19.14,72314.0
603368,柳药股份,医药商业,广西,13.63,2.05,2.59,907843.88,822066.88,54750.88,207257.13,8.0,1.508,14.51,1.89,20141204,130130.6,5.02,24.0,34.94,10.29,4.49,17960.0
603363,傲农生物,饲料,福建,115.53,1.66,4.26,314833.63,133659.3,89100.93,22155.01,0.52,0.04,1.89,4.85,20170926,17682.92,0.42,20.9,-73.76,13.81,0.62,26568.0
603661,恒林股份,家居用品,浙江,17.69,0.25,1.0,274444.03,209360.44,34749.23,135395.72,13.54,1.281,22.18,1.36,20171121,71426.8,7.14,18.0,-21.71,18.14,7.61,17930.0
600345,长江通信,通信设备,湖北,12.6,1.98,1.98,185358.34,48579.96,3215.05,43005.37,2.17,0.726,8.59,2.13,20001222,71747.31,3.62,-53.55,20.15,9.45,205.82,22338.0
600889,南京化纤,化纤,江苏,0.0,3.07,3.66,206234.52,98196.35,77862.31,53846.73,1.47,-0.231,3.89,1.18,19960308,29389.14,0.8,-42.42,-221.72,7.83,-11.59,27387.0
600499,科达洁能,专用机械,广东,17.14,14.11,15.77,1338721.5,744951.19,244872.55,113886.35,0.72,0.2,3.6,1.27,20021010,264873.59,1.68,13.28,-21.89,21.65,7.06,51935.0
000778,新兴铸管,钢加工,河北,7.57,39.21,39.91,5035477.0,2412013.5,1543710.88,868786.19,2.18,0.45399999999999996,5.09,0.9,19970606,723632.94,1.81,-10.24,124.04,17.31,5.71,191292.0
002216,三全食品,食品,河南,37.51,5.72,8.12,392130.0,175479.67,145886.06,30724.58,0.38,0.11,2.57,2.15,20080220,94274.18,1.16,7.9,12.01,34.2,2.14,33765.0
000793,华闻传媒,出版业,海南,180.54,19.21,20.01,1828669.25,559153.5,57296.86,377363.53,1.89,0.011000000000000001,4.88,0.57,19970729,359668.06,1.8,8.4,-94.7,26.29,0.94,87706.0
600969,郴电国际,水力发电,湖南,26.48,3.7,3.7,1272500.88,356696.66,492764.81,246633.72,6.66,0.157,9.35,0.59,20040408,55083.2,1.49,13.4,-19.76,15.96,2.8,18991.0
600488,天药股份,化学制药,天津,26.7,9.69,10.92,452525.56,204641.02,173178.69,51509.69,0.47,0.10400000000000001,2.57,1.44,20010618,99219.06,0.91,29.72,21.13,47.72,6.06,62265.0
000099,中信海直,空运,深圳,28.61,6.06,6.06,546831.81,175131.13,280055.91,103327.21,1.7,0.145,4.99,1.11,20000731,116533.67,1.92,11.19,4.79,24.35,8.9,61614.0
300075,数字政通,软件服务,北京,35.66,3.05,4.24,304162.0,213897.09,5757.76,96611.46,2.28,0.214,5.06,2.01,20100427,72466.3,1.71,14.98,19.31,38.2,14.6,46438.0
002278,神开股份,化工机械,上海,119.77,3.44,3.64,158253.98,107900.38,26615.78,47822.73,1.31,0.040999999999999995,3.0,2.16,20090811,17679.89,0.49,28.25,311.79,32.14,3.26,21147.0
002798,帝欧家居,家居用品,四川,14.79,0.93,3.85,538712.19,288939.88,75485.5,224812.47,5.83,0.73,8.03,1.73,20160525,50415.51,1.31,777.11,754.81,34.54,8.56,10549.0
601688,华泰证券,证券,江苏,21.75,54.44,82.52,39563832.0,0.0,365876.66,4581713.5,5.55,0.44,12.59,1.32,20100226,2265750.5,2.75,1.23,5.53,0.0,38.45,191764.0
601519,大智慧,软件服务,上海,0.0,19.88,19.88,192561.88,82100.42,2659.92,118960.55,0.6,-0.02,0.68,5.47,20110128,-191133.56,-0.96,-11.98,-108.71,55.11,-9.3,122400.0
600855,航天长峰,专用机械,北京,244.97,3.3,3.52,221029.92,172160.56,9784.07,49042.03,1.39,0.027999999999999997,3.22,2.87,19940425,26617.43,0.76,29.96,2737.48,21.4,1.11,48222.0
002905,金逸影视,影视音像,广东,19.94,0.67,2.69,289256.41,158549.88,71728.52,68478.42,2.55,0.325,6.97,1.86,20171016,83470.82,3.11,-5.07,-11.14,26.71,8.61,24383.0
002743,富煌钢构,钢加工,安徽,22.3,3.32,3.37,647484.75,450219.81,75069.38,120617.7,3.58,0.187,6.04,0.92,20150217,48500.75,1.44,19.78,19.84,12.86,2.72,28596.0
300180,华峰超纤,化纤,上海,31.27,6.84,11.36,735840.69,194060.92,270526.53,281965.66,2.48,0.244,4.5,2.26,20110222,106622.35,0.94,31.25,41.83,28.35,12.2,7379.0
603356,华菱精工,机械基件,安徽,31.63,0.33,1.33,91761.9,64938.25,20702.43,31157.18,2.34,0.373,5.06,3.12,20180124,21745.8,1.63,42.33,2.34,19.24,7.34,18069.0
603380,易德龙,元器件,江苏,22.82,0.48,1.6,98967.5,75264.68,18785.65,36692.18,2.29,0.457,4.6,3.02,20170622,18452.45,1.15,12.41,7.08,25.8,10.62,13788.0
002690,美亚光电,专用机械,安徽,32.33,3.27,6.76,255086.84,221836.8,21340.49,39673.51,0.59,0.473,3.23,6.32,20120731,75555.96,1.12,10.91,22.35,54.53,37.17,17514.0
603703,盛洋科技,通信设备,浙江,0.0,1.09,2.3,101876.47,65820.32,27226.36,8562.71,0.37,-0.027000000000000003,2.27,3.27,20150423,17592.97,0.77,-34.94,-123.43,16.18,-1.49,20266.0
002782,可立克,电气设备,深圳,46.47,1.06,4.26,110042.0,72054.21,18937.49,5948.18,0.14,0.18,1.93,5.76,20151222,29903.23,0.7,24.76,88.67,22.31,9.42,50053.0
002101,广东鸿图,机械基件,广东,10.44,4.26,5.32,835984.38,375563.56,203949.97,280077.13,5.26,0.535,8.48,0.88,20061229,108984.55,2.05,20.37,19.62,25.69,6.73,20784.0
600706,曲江文旅,旅游服务,陕西,12.17,1.78,1.8,210938.63,94766.59,79333.82,44848.15,2.5,0.632,5.92,1.73,19960516,43392.3,2.42,22.83,42.41,30.51,11.49,16223.0
300369,绿盟科技,软件服务,北京,0.0,5.99,8.01,354201.84,257680.97,11728.94,137958.48,1.72,-0.054000000000000006,3.6,2.33,20140129,73121.56,0.91,24.91,25.13,75.33,-6.54,27618.0
600190,锦州港,港口,辽宁,30.74,17.79,20.02,1704140.63,251507.8,914531.88,266351.25,1.33,0.046,3.03,0.92,19990609,100778.71,0.5,31.6,8.05,11.56,3.32,104261.0
603157,拉夏贝尔,服饰,上海,10.85,1.46,5.48,748630.13,411466.5,45420.1,189424.2,3.46,0.431,7.3,1.28,20170925,133069.5,2.43,2.26,-16.3,62.96,5.39,25824.0
300570,太辰光,元器件,深圳,25.43,0.95,2.3,142610.8,113180.42,18868.81,51240.8,2.23,0.469,5.09,3.12,20161206,36889.12,1.6,34.08,37.81,32.22,22.16,24003.0
600653,申华控股,汽车服务,上海,0.0,17.46,19.46,939586.88,448709.94,223528.34,34658.4,0.18,-0.114,0.82,2.29,19901219,-71249.71,-0.37,41.77,-26.75,5.3,-6.98,188564.0
300177,中海达,通信设备,广东,46.53,3.14,4.47,262823.22,165767.8,17957.7,89185.45,2.0,0.166,3.98,2.59,20110215,44712.46,1.0,29.81,84.47,50.58,8.89,44668.0
600536,中国软件,软件服务,北京,0.0,4.95,4.95,471268.81,357613.78,52032.48,97567.46,1.97,-0.485,3.73,6.78,20020517,34805.12,0.7,-14.35,-15.86,36.29,-9.43,87694.0
002162,悦心健康,医疗保健,上海,91.19,8.54,8.56,218312.52,75407.18,49753.01,7775.75,0.09,0.023,1.05,2.68,20070823,-18077.42,-0.21,6.1,-6.94,34.3,2.82,58818.0
300447,全信股份,电气设备,江苏,17.63,1.6,3.13,193519.91,106610.88,15674.37,74166.74,2.37,0.39899999999999997,5.14,1.82,20150422,52235.93,1.67,5.32,1.32,55.92,25.23,16430.0
002171,楚江新材,铜,安徽,12.08,10.28,10.69,513826.59,371115.63,64222.73,152104.36,1.42,0.29100000000000004,3.33,1.41,20070921,91552.18,0.86,24.29,18.29,7.52,3.19,44839.0
002095,生 意 宝,互联网,浙江,135.13,2.52,2.53,150302.3,134666.88,6949.02,32611.0,1.29,0.125,3.35,6.72,20061215,22637.22,0.9,22.86,56.14,35.78,9.75,34652.0
600859,王府井,百货,北京,8.29,3.05,7.76,2116443.75,959773.63,446872.19,495869.56,6.39,1.274,13.73,1.03,19940506,342219.84,4.41,2.26,88.65,21.32,5.15,29855.0
600611,大众交通,公共交通,上海,11.54,15.63,23.64,1570331.63,689884.88,198278.77,747.96,0.0,0.244,3.67,1.02,19920807,369182.97,1.56,32.72,1.65,34.81,24.66,155734.0
002567,唐人神,饲料,湖南,23.24,6.49,8.37,647113.19,254789.47,196146.3,158408.25,1.89,0.152,4.09,1.15,20110325,77939.06,0.93,6.93,-40.53,8.76,1.15,31723.0
601360,三六零,互联网,江苏,47.75,3.97,67.64,2436928.25,1617152.25,31371.1,667845.13,0.99,0.22699999999999998,2.86,7.59,20120116,591185.69,0.87,13.95,8.95,70.88,25.51,70482.0
600655,豫园股份,百货,上海,34.39,14.37,38.76,2619333.25,901745.5,187969.88,97566.71,0.25,0.26,7.66,0.86,19920902,656080.06,1.69,7.67,13.46,14.24,3.77,97265.0
300579,数字认证,软件服务,北京,49.96,0.44,1.2,97012.93,90707.15,1984.3,20365.31,1.7,0.326,4.68,4.64,20161223,21361.22,1.78,20.59,-16.94,63.01,12.01,11770.0
002178,延华智能,建筑施工,上海,114.91,7.1,7.12,217488.45,146885.25,11694.61,26066.5,0.37,0.025,1.61,2.36,20071101,14253.11,0.2,8.11,181.66,13.6,2.18,61654.0
300483,沃施股份,专用机械,上海,284.86,0.61,0.61,156632.72,16937.78,6399.0,19029.03,3.09,0.062,6.52,3.63,20150630,13397.86,2.18,-24.52,-36.55,21.25,2.09,7036.0
002632,道明光学,化工原料,浙江,18.68,5.54,6.26,223676.42,101058.2,62810.11,80832.97,1.29,0.267,3.13,2.12,20111122,49695.1,0.79,61.92,101.26,38.35,19.33,30302.0
603721,中广天择,影视音像,湖南,51.56,0.47,1.0,62156.71,48845.26,1558.91,25594.15,2.56,0.207,5.31,2.68,20170811,15349.85,1.53,-19.59,-63.7,25.58,9.22,10648.0
600069,银鸽投资,造纸,河南,239.74,16.24,16.24,404761.81,207874.91,154242.02,149808.27,0.92,0.009000000000000001,1.31,2.18,19970430,-107150.97,-0.66,1.45,-10.9,8.31,0.67,50643.0
002282,博深工具,轻工机械,河北,36.65,1.93,4.38,268110.63,96829.8,50994.8,144143.23,3.29,0.18,4.85,1.76,20090821,19965.0,0.46,111.83,56.15,29.06,9.5,29567.0
600756,浪潮软件,软件服务,山东,39.19,3.24,3.24,288184.38,168552.48,17348.63,104947.95,3.24,0.309,6.84,2.36,19960923,75498.8,2.33,-10.68,238.27,52.03,15.81,77145.0
000785,武汉中商,百货,湖北,13.27,2.51,2.51,262477.69,115990.31,61898.36,7361.7,0.29,0.376,4.68,1.42,19970711,61487.69,2.45,2.39,172.84,22.55,3.21,19515.0
000584,哈工智能,化纤,江苏,30.42,6.11,6.13,385436.19,271786.5,6561.0,67523.8,1.1,0.16399999999999998,2.74,2.43,19951128,31166.66,0.51,90.17,58.66,26.17,5.52,35471.0
002030,达安基因,生物制药,广东,87.05,7.64,7.97,451453.59,295302.66,39871.48,66572.34,0.83,0.098,2.23,5.13,20040809,20853.6,0.26,2.84,2.57,41.13,6.61,74689.0
002565,顺灏股份,造纸,上海,31.77,6.85,7.09,370903.88,197396.48,59753.19,84610.0,1.19,0.09,3.06,1.25,20110318,46349.89,0.65,10.13,69.9,25.72,4.38,24017.0
600300,维维股份,软饮料,江苏,36.5,16.72,16.72,893231.13,489781.0,257673.34,20309.2,0.12,0.059000000000000004,1.64,1.75,20000630,70018.78,0.42,9.13,-8.42,25.33,2.64,82395.0
600127,金健米业,农业综合,湖南,180.04,6.42,6.42,201096.13,106666.11,58359.01,46595.21,0.73,0.008,1.18,2.42,19980506,-36422.84,-0.57,8.26,-27.05,11.48,0.36,78960.0
300158,振东制药,中成药,山西,48.36,8.51,10.39,740312.88,324252.91,99025.2,379818.09,3.66,0.059000000000000004,5.38,0.71,20110107,67294.68,0.65,0.6,-74.66,64.12,2.58,23325.0
002144,宏达高科,纺织,浙江,16.38,1.41,1.77,193274.31,54563.51,27731.69,69840.06,3.95,0.43700000000000006,9.39,1.02,20070803,59184.43,3.35,-11.48,6.73,30.59,18.94,20681.0
002770,科迪乳业,乳制品,河南,21.8,5.83,10.95,309202.91,144654.38,140305.22,631.85,0.01,0.099,1.6,1.79,20150630,59090.85,0.54,6.81,4.7,24.81,11.14,45660.0
002154,报 喜 鸟,服饰,浙江,38.35,11.04,12.58,425877.81,173537.48,57839.28,30588.81,0.24,0.055999999999999994,2.13,1.35,20070816,105580.52,0.84,24.59,319.66,62.19,3.37,105931.0
002850,科达利,机械基件,深圳,61.98,0.93,2.1,330616.38,169059.75,107867.82,135198.91,6.44,0.209,10.75,1.6,20170302,64185.51,3.06,12.62,-73.91,16.76,3.25,23415.0
300154,瑞凌股份,元器件,深圳,19.45,3.14,4.55,190011.3,175826.88,8178.43,73075.18,1.61,0.19,3.49,1.37,20101229,32001.2,0.7,-5.56,24.81,32.03,19.11,17429.0
002908,德生科技,元器件,广东,57.92,0.87,1.33,74361.38,71279.11,1813.88,36867.53,2.76,0.248,4.74,4.05,20171020,10946.46,0.82,2.4,-12.64,42.81,12.52,21465.0
601880,大连港,港口,辽宁,42.02,77.36,128.95,3506318.0,919702.31,1628345.75,293674.59,0.23,0.034,1.41,1.36,20101206,157426.84,0.12,-13.32,16.25,22.5,8.24,193335.0
300616,尚品宅配,家居用品,广东,34.2,0.68,1.99,480686.69,333205.34,88099.75,149666.23,7.53,1.5,14.18,4.74,20170307,122947.32,6.19,29.24,42.28,43.56,6.31,6290.0
002106,莱宝高科,元器件,深圳,17.67,7.04,7.06,512343.25,356225.53,118326.15,203799.8,2.89,0.244,5.37,1.07,20070112,75218.25,1.07,11.24,79.87,11.77,5.47,58051.0
603359,东珠生态,建筑施工,江苏,15.25,1.53,3.19,439554.34,350306.63,2062.49,106039.05,3.33,0.7559999999999999,7.93,1.94,20170901,104951.45,3.29,37.84,38.15,28.18,20.41,23032.0
002192,融捷股份,专用机械,广东,0.0,2.37,2.6,113285.67,34470.9,15655.24,51093.65,1.97,-0.026000000000000002,2.94,4.25,20071205,-2309.85,-0.09,55.09,-502.32,17.2,-2.62,24300.0
300676,华大基因,医疗保健,深圳,51.36,2.47,4.0,532149.06,370811.38,86083.6,296825.59,7.42,0.8,10.72,5.11,20170714,80415.61,2.01,25.39,2.48,55.51,17.65,47525.0
300277,海联讯,软件服务,深圳,0.0,3.34,3.35,66223.32,61967.71,998.96,8288.05,0.25,-0.004,1.4,4.12,20111123,3281.4,0.1,-1.25,60.45,20.81,-1.25,16101.0
600687,刚泰控股,黄金,甘肃,33.12,10.79,14.89,1316137.38,1061221.5,51316.81,290196.34,1.95,0.073,4.13,1.16,19931108,167376.27,1.12,36.27,-57.5,9.88,2.0,27356.0
002431,棕榈股份,建筑施工,广东,287.69,13.25,14.87,1700928.75,1128131.25,74725.21,232544.7,1.56,0.01,3.68,1.05,20100610,144280.22,0.97,4.75,-91.71,16.55,0.4,101470.0
603123,翠微股份,百货,北京,24.98,5.24,5.24,515989.16,204059.66,186612.95,173663.41,3.31,0.174,5.84,0.99,20120503,64291.03,1.23,-0.86,23.56,20.11,2.51,17975.0
000509,华塑控股,其他建材,四川,0.0,8.25,8.25,25942.53,19559.15,1000.85,22813.92,0.28,-0.01,0.07,43.02,19930507,-102706.15,-1.24,-21.43,46.23,1.45,-0.7,62589.0
300311,任子行,软件服务,广东,26.73,4.41,6.8,247564.2,107802.45,17343.0,17172.96,0.25,0.162,1.96,2.96,20120425,49364.62,0.73,29.81,29.71,45.85,13.09,36083.0
300208,恒顺众昇,电气设备,山东,12.83,6.07,7.66,507259.59,392286.72,14495.69,21028.17,0.27,0.33899999999999997,2.83,2.05,20110426,117093.1,1.53,-5.47,-17.24,39.24,24.14,30090.0
300004,南风股份,电气设备,广东,109.62,4.46,4.98,356806.34,162395.91,88262.9,197204.13,3.96,0.026000000000000002,5.94,0.65,20091030,42631.78,0.86,4.3,-89.9,30.48,2.48,32312.0
600215,长春经开,园区开发,吉林,31.26,4.65,4.65,285480.06,225829.7,327.0,97851.52,2.1,0.162,5.38,1.26,19990909,85717.9,1.84,138.9,793.99,11.49,14.33,27946.0
300129,泰胜风能,电气设备,上海,72.87,4.91,7.19,352339.81,240919.66,59583.63,71332.0,0.99,0.03,3.09,0.94,20101019,75110.53,1.04,-33.95,-86.02,18.77,2.6,46984.0
300433,蓝思科技,元器件,湖南,21.5,39.11,39.44,4398162.5,1704735.25,2028829.0,188982.13,0.48,0.27,4.16,1.86,20150318,961395.38,2.44,25.64,19.23,23.04,5.61,50671.0
000523,广州浪奇,日用化工,广东,86.64,5.35,6.28,644607.5,560163.5,42114.85,98874.85,1.58,0.034,3.0,1.29,19931108,20836.39,0.33,6.39,-6.59,5.2,0.24,36240.0
603897,长城科技,电气设备,浙江,20.98,0.45,1.78,181071.88,164529.27,11954.19,92577.02,5.19,0.9,9.21,2.42,20180410,49492.55,2.77,0.0,0.0,7.75,3.79,25799.0
002561,徐家汇,百货,上海,14.19,3.97,4.16,261092.05,164078.84,52518.73,52352.23,1.26,0.41,5.22,1.49,20110303,101950.93,2.45,0.31,4.49,28.81,11.32,32583.0
603813,原尚股份,仓储物流,广东,31.26,0.47,0.9,74811.11,35815.18,26467.1,25124.82,2.81,0.466,6.84,2.84,20170918,24787.6,2.77,116.86,9.89,14.45,6.79,12730.0
300625,三雄极光,半导体,广东,22.03,0.92,2.8,267990.06,216762.91,28020.47,120833.67,4.32,0.46299999999999997,7.28,1.87,20170317,44512.45,1.59,10.71,-24.64,30.6,7.39,33706.0
300521,爱司凯,专用机械,广东,51.77,0.95,1.44,55817.16,39497.3,3277.66,14005.65,0.97,0.127,3.51,2.49,20160705,20247.78,1.41,-7.29,-37.09,49.57,14.52,11891.0
